filename,pred_yolo_v6,gt_v6,class_v6,iou_v6,pred_yolo_v5,gt_v5,class_v5,iou_v5
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_10.jpeg,[1369.7388916  1202.82458496 1439.4967041  1291.13757324],[1359. 1200. 1443. 1298.],0.0,0.7483625944895693,[1367.95812988 1203.10656738 1437.80627441 1292.96032715],[1359. 1200. 1443. 1298.],0.0,0.7624050533024285
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_11.jpeg,[1290.49719238 1071.6829834  1364.1986084  1193.94592285],[1283. 1071. 1368. 1200.],0.0,0.8217922265324156,[1289.58312988 1073.85656738 1363.49523926 1193.25598145],[1283. 1071. 1368. 1200.],0.0,0.8048392659825274
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_12.jpeg,[1293.48034668 1167.90429688 1441.1361084  1284.01342773],[1290. 1166. 1453. 1290.],0.0,0.8482179972067602,[1295.62902832 1169.6105957  1440.9041748  1280.46630859],[1290. 1166. 1453. 1290.],0.0,0.7967830956271208
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_13.jpeg,[1189.95275879 1087.46838379 1409.40270996 1211.26184082],[1185. 1086. 1423. 1219.],0.0,0.8582317590480009,[1189.63476562 1087.43884277 1409.6953125  1208.8717041 ],[1185. 1086. 1423. 1219.],0.0,0.8442086899748287
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_14.jpeg,[ 802.38781738 1152.18139648 1000.38244629 1243.80639648],[ 787. 1150. 1006. 1247.],0.0,0.8539875664235351,[ 801.80157471 1152.86694336  998.0894165  1239.95019531],[ 787. 1150. 1006. 1247.],0.0,0.8046595858651041
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_15.jpeg,[1328.87792969 1309.29541016 1412.87792969 1443.38647461],[1323. 1307. 1422. 1451.],0.0,0.7900988646227904,[1326.63635254 1310.70275879 1414.91564941 1442.72668457],[1323. 1307. 1422. 1451.],0.0,0.8175490557411571
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_16.jpeg,[ 812.57611084  943.02453613 1020.46405029 1057.46264648],[ 801.  940. 1028. 1064.],0.0,0.8451862638871558,[ 818.81488037  943.12963867 1021.28424072 1055.84350586],[ 801.  940. 1028. 1064.],0.0,0.8107540355337535
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_17.jpeg,[1733.2479248  1218.80493164 1838.94226074 1346.32226562],[1719. 1219. 1844. 1352.],0.0,0.8084555720270797,[1732.06750488 1219.82226562 1838.70031738 1344.31323242],[1719. 1219. 1844. 1352.],0.0,0.7984855290463096
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_18.jpeg,[1506.89257812 1132.06994629 1628.69042969 1278.30969238],[1496. 1131. 1633. 1284.],0.0,0.8497536800374148,[1509.54785156 1133.53881836 1628.63012695 1274.76171875],[1496. 1131. 1633. 1284.],0.0,0.8023063935775587
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_19.jpeg,[1235.64099121 1146.11901855 1368.71520996 1259.7557373 ],[1222. 1145. 1373. 1264.],0.0,0.8415670081234196,[1236.58068848 1147.69787598 1366.41442871 1255.48669434],[1222. 1145. 1373. 1264.],0.0,0.7788204932406547
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_20.jpeg,[ 905.20422363 1203.29553223 1038.59289551 1322.47009277],[ 894. 1202. 1049. 1328.],0.0,0.8139547543591618,[ 911.27838135 1205.16552734 1038.19689941 1317.62939453],[ 894. 1202. 1049. 1328.],0.0,0.730862640013038
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_21.jpeg,[ 715.44378662  967.88031006  852.35943604 1112.28259277],[ 698.  966.  857. 1117.],0.0,0.8234800414334577,[ 714.2401123   968.26647949  852.55078125 1109.55114746],[ 698.  966.  857. 1117.],0.0,0.8139104893362563
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_22.jpeg,[1049.70507812  961.11230469 1185.37792969 1102.71972656],[1034.  959. 1197. 1109.],0.0,0.7857784346910098,[1046.97717285  961.38928223 1190.55285645 1100.84509277],[1034.  959. 1197. 1109.],0.0,0.8189146556395939
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_23.jpeg,[1059.44396973  988.62969971 1209.37976074 1151.58874512],[1039.  988. 1214. 1155.],0.0,0.83604425583312,[1058.34326172  990.71643066 1210.06835938 1146.3260498 ],[1039.  988. 1214. 1155.],0.0,0.8078660277284242
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_24.jpeg,[1181.11523438  978.80773926 1441.91772461 1165.48547363],[1175.  979. 1447. 1168.],0.0,0.9451541379019031,[1178.83996582  979.94061279 1443.44714355 1160.45373535],[1175.  979. 1447. 1168.],0.0,0.9291368639948808
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_25.jpeg,[1414.71325684 1273.10473633 1664.24108887 1428.25244141],[1403. 1273. 1667. 1430.],0.0,0.9340298806400378,[1422.65600586 1273.83422852 1664.07324219 1422.01123047],[1403. 1273. 1667. 1430.],0.0,0.8630689610816111
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_26.jpeg,[ 700.03619385 1087.81030273  937.83258057 1275.96582031],[ 696. 1088.  950. 1275.],0.0,0.9308214063866462,[ 700.95904541 1090.00854492  951.05169678 1274.60961914],[ 696. 1088.  950. 1275.],0.0,0.9639580766108473
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_27.jpeg,[1352.01696777  967.18243408 1605.90148926 1215.14855957],[1345.  965. 1607. 1217.],0.0,0.9535132847741241,[1342.27075195  967.35961914 1605.8918457  1216.3581543 ],[1345.  965. 1607. 1217.],0.0,0.9738860885174003
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_28.jpeg,[ 345.44018555 1006.40820312 1747.63305664 1507.22875977],[ 342. 1011. 1703. 1513.],0.0,0.9464061576315616,[ 374.6138916  1013.89025879 1731.52502441 1515.35339355],[ 342. 1011. 1703. 1513.],0.0,0.946275766318809
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_29.jpeg,[1534.2401123  1351.25036621 1580.27844238 1411.67541504],[1528. 1353. 1582. 1413.],0.0,0.8135152151833457,[1533.46337891 1350.62121582 1579.43530273 1413.96789551],[1528. 1353. 1582. 1413.],0.0,0.8127385549351918
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_30.jpeg,[1193.19567871 1113.20715332 1224.82189941 1178.77893066],[1187. 1116. 1229. 1180.],0.0,0.7151391691405701,[1194.44372559 1113.53674316 1224.04602051 1178.45324707],[1187. 1116. 1229. 1180.],0.0,0.6696176422324098
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_31.jpeg,[ 986.27557373 1074.59716797 1046.41088867 1138.66943359],[ 982. 1078. 1051. 1140.],0.0,0.8138916641662576,[ 985.83148193 1076.2286377  1046.27770996 1137.83166504],[ 982. 1078. 1051. 1140.],0.0,0.8247523252009616
/home/aws_install/data/yolo_database/images/test/CYUL_24R_35_32.jpeg,[1180.15515137 1289.5213623  1214.16784668 1374.89318848],[1175. 1291. 1218. 1378.],0.0,0.7526281587384054,[1181.43518066 1288.60986328 1213.7442627  1376.02954102],[1175. 1291. 1218. 1378.],0.0,0.7195038967158027
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_02.jpeg,[1200.82250977 1162.87316895 1270.79443359 1242.31848145],[1192. 1165. 1273. 1246.],0.0,0.8062994440167172,[1199.9128418  1162.74755859 1271.72436523 1246.08569336],[1192. 1165. 1273. 1246.],0.0,0.864439813247795
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_03.jpeg,[1173.42492676 1125.14221191 1231.30578613 1201.57727051],[1166. 1127. 1234. 1204.],0.0,0.8078173430622869,[1173.17810059 1123.92834473 1231.77893066 1203.33239746],[1166. 1127. 1234. 1204.],0.0,0.825912218231767
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_04.jpeg,[1146.15539551 1187.65112305 1186.84631348 1276.04736328],[1142. 1190. 1194. 1281.],0.0,0.7252800949332514,[1146.9420166  1187.9921875  1188.75646973 1279.09643555],[1142. 1190. 1194. 1281.],0.0,0.7735782991776162
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_05.jpeg,[ 850.07971191 1190.20776367  951.40539551 1270.92895508],[ 840. 1193.  951. 1272.],0.0,0.8658113739824014,[ 846.93841553 1191.47717285  949.94708252 1272.20031738],[ 840. 1193.  951. 1272.],0.0,0.9095943402015967
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_06.jpeg,[ 613.48339844 1100.0925293   742.68200684 1184.47631836],[ 600. 1102.  743. 1188.],0.0,0.8494459204980502,[ 609.72814941 1099.34729004  743.60791016 1186.06799316],[ 600. 1102.  743. 1188.],0.0,0.881901494205044
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_07.jpeg,[1741.58581543 1122.69592285 1885.06994629 1236.74060059],[1741. 1126. 1900. 1242.],0.0,0.8399116934850284,[1742.81811523 1122.72314453 1886.69458008 1238.54638672],[1741. 1126. 1900. 1242.],0.0,0.8560602921659529
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_08.jpeg,[1700.27893066 1188.60913086 1837.55383301 1284.9609375 ],[1684. 1191. 1841. 1288.],0.0,0.8290999198483374,[1703.32861328 1188.81054688 1838.63818359 1283.55053711],[1684. 1191. 1841. 1288.],0.0,0.8066195528565628
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_09.jpeg,[ 984.55004883 1160.99609375 1082.39233398 1283.94067383],[ 973. 1164. 1087. 1288.],0.0,0.8132601230070078,[ 986.0715332  1160.83044434 1084.04663086 1280.84094238],[ 973. 1164. 1087. 1288.],0.0,0.7924045965913205
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_10.jpeg,[1259.80114746 1116.8338623  1381.38342285 1223.03137207],[1256. 1120. 1396. 1226.],0.0,0.8227804858972707,[1260.31640625 1118.92663574 1382.04882812 1221.81311035],[1256. 1120. 1396. 1226.],0.0,0.8278829274805575
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_11.jpeg,[1246.08105469 1183.05981445 1349.60620117 1335.76098633],[1241. 1186. 1367. 1343.],0.0,0.7718675851018566,[1246.7442627  1183.9440918  1352.48327637 1335.44995117],[1241. 1186. 1367. 1343.],0.0,0.7901586329807031
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_12.jpeg,[1296.21179199 1198.79248047 1404.16101074 1338.80883789],[1283. 1202. 1411. 1344.],0.0,0.7973333576811352,[1299.92321777 1198.84289551 1403.4107666  1336.13269043],[1283. 1202. 1411. 1344.],0.0,0.7502174056627049
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_13.jpeg,[1062.98962402 1186.296875   1214.45373535 1347.88232422],[1045. 1188. 1217. 1358.],0.0,0.820952779605306,[1068.14660645 1187.78308105 1212.79089355 1347.41955566],[1045. 1188. 1217. 1358.],0.0,0.7877705480060689
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_14.jpeg,[ 540.27294922  954.23028564  764.93664551 1102.23034668],[ 509.  960.  766. 1113.],0.0,0.7867100570540366,[ 538.9765625   956.18505859  763.36218262 1101.74536133],[ 509.  960.  766. 1113.],0.0,0.7916371694327129
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_15.jpeg,[ 976.26013184  992.05151367 1266.10217285 1133.34960938],[ 970.  995. 1269. 1137.],0.0,0.9258169103378964,[1002.34814453  991.90441895 1267.30322266 1127.7623291 ],[ 970.  995. 1269. 1137.],0.0,0.8127893829208803
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_16.jpeg,[1059.98376465 1220.70581055 1201.44006348 1373.82543945],[1043. 1223. 1217. 1378.],0.0,0.7816661561912167,[1066.20825195 1221.95874023 1201.32958984 1368.65795898],[1043. 1223. 1217. 1378.],0.0,0.7259680088196735
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_17.jpeg,[ 865.3182373  1404.57043457 1028.85095215 1573.1229248 ],[ 861. 1408. 1051. 1577.],0.0,0.826516707159441,[ 869.08758545 1405.43383789 1024.05895996 1565.43676758],[ 861. 1408. 1051. 1577.],0.0,0.7505362122854238
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_18.jpeg,[1159.01159668 1115.3536377  1391.68322754 1353.9888916 ],[1149. 1117. 1396. 1355.],0.0,0.9319159409459946,[1164.93493652 1114.13867188 1395.01086426 1344.26708984],[1149. 1117. 1396. 1355.],0.0,0.8796245653773513
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_19.jpeg,[ 814.83734131 1146.62866211 1059.36865234 1322.60620117],[ 810. 1150. 1094. 1326.],0.0,0.8307213491732548,[ 816.60998535 1148.56750488 1060.80883789 1317.59020996],[ 810. 1150. 1094. 1326.],0.0,0.8130784057518341
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_20.jpeg,[1376.91943359 1102.69836426 1597.70361328 1296.27380371],[1373. 1105. 1622. 1299.],0.0,0.8651224507534028,[1379.45153809 1101.91821289 1596.3704834  1287.66772461],[1373. 1105. 1622. 1299.],0.0,0.8090759839388143
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_21.jpeg,[1357.27966309 1149.18493652 1566.73815918 1357.97937012],[1352. 1152. 1583. 1359.],0.0,0.8912853694462524,[1360.76257324 1151.6817627  1558.95593262 1351.03723145],[1352. 1152. 1583. 1359.],0.0,0.8238888427740103
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_22.jpeg,[1404.11218262  973.35418701 1614.23327637 1163.45092773],[1396.  974. 1632. 1165.],0.0,0.8804720257880709,[1413.59362793  973.10357666 1604.47033691 1156.89294434],[1396.  974. 1632. 1165.],0.0,0.7715411246704483
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_23.jpeg,[ 515.00598145 1017.18847656  913.04528809 1229.77856445],[ 513. 1022.  914. 1233.],0.0,0.9558267807026813,[ 522.82440186 1019.16833496  914.46136475 1224.41564941],[ 513. 1022.  914. 1233.],0.0,0.9227007488262127
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_24.jpeg,[ 421.25305176 1076.86157227  883.21240234 1329.76196289],[ 432. 1079.  883. 1332.],0.0,0.9597297373894528,[ 416.85568237 1077.45263672  879.7590332  1328.86669922],[ 432. 1079.  883. 1332.],0.0,0.9433129908815027
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_25.jpeg,[ 831.82385254 1077.70788574 1412.95275879 1357.5213623 ],[ 840. 1083. 1413. 1360.],0.0,0.9588324942741201,[ 830.4175415  1078.93701172 1410.43383789 1357.50830078],[ 840. 1083. 1413. 1360.],0.0,0.9565125864855424
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_26.jpeg,[ 405.14196777 1123.87207031  866.1706543  1362.4074707 ],[ 401. 1128.  878. 1365.],0.0,0.9401183098740835,[ 409.14263916 1124.35437012  862.04412842 1365.37609863],[ 401. 1128.  878. 1365.],0.0,0.9344235694417241
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_27.jpeg,[ 855.6003418   947.79138184 1336.45605469 1269.21398926],[ 855.  950. 1350. 1265.],0.0,0.9525587126494727,[ 858.77655029  949.74682617 1331.41418457 1262.10888672],[ 855.  950. 1350. 1265.],0.0,0.9453345365873398
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_28.jpeg,[ 731.85620117  917.72192383 1428.5859375  1320.6340332 ],[ 735.  924. 1439. 1316.],0.0,0.9546442085898912,[ 740.32788086  921.65533447 1428.32421875 1320.39501953],[ 735.  924. 1439. 1316.],0.0,0.9611185869659603
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_29.jpeg,[ 767.7635498  1330.24926758  854.84790039 1403.55078125],[ 765. 1331.  856. 1399.],0.0,0.8905295956313481,[ 764.42932129 1330.82141113  854.08508301 1404.76989746],[ 765. 1331.  856. 1399.],0.0,0.8961059345910071
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_30.jpeg,[ 918.14660645 1124.49304199  992.38330078 1200.59802246],[ 913. 1125.  995. 1198.],0.0,0.8717567196330728,[ 912.25500488 1124.47045898  992.81140137 1204.69995117],[ 913. 1125.  995. 1198.],0.0,0.8797278773333345
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_31.jpeg,[ 508.95751953 1458.77868652  585.36767578 1530.76306152],[ 507. 1460.  588. 1527.],0.0,0.8814749710756326,[ 506.77572632 1459.18530273  584.81878662 1534.43896484],[ 507. 1460.  588. 1527.],0.0,0.8566735636079248
/home/aws_install/data/yolo_database/images/test/CYVR_08L_35_32.jpeg,[1339.35400391 1156.19567871 1466.23754883 1241.01550293],[1343. 1156. 1468. 1232.],0.0,0.8554652980028485,[1340.20373535 1156.8302002  1464.59899902 1240.62731934],[1343. 1156. 1468. 1232.],0.0,0.8476527741918054
