filename,pred_yolo_v6,gt_v6,class_v6,iou_v6,score_v6,pred_yolo_v5,gt_v5,class_v5,iou_v5,score_v5,slant_distance,slant_distance_zscore,time_to_landing,bbox_area,x_A,y_A,x_B,y_B,x_C,y_C,x_D,y_D,x_A_norm,y_A_norm,x_B_norm,y_B_norm,x_C_norm,y_C_norm,x_D_norm,y_D_norm,file
CYUL_06L_35_14.jpeg,[ 995.60205078 1071.08630371 1119.9765625  1238.62683105],[ 976. 1069. 1140. 1250.],0.0,0.7019866352742484,0.9556028842926025,[ 987.78717041 1073.55615234 1121.69970703 1243.32006836],[ 976. 1069. 1140. 1250.],0.0,0.7658508496288461,0.9578155279159546,1.852,-0.2629869829286635,,5021.0,1250,1032,1211,1038,1369,1150,1257,1168,0.5106209150326797,0.3897280966767371,0.4946895424836601,0.3919939577039275,0.5592320261437909,0.4342900302114804,0.5134803921568627,0.4410876132930513,LARD_test_synth.csv
CYUL_06L_35_15.jpeg,[1225.91235352 1283.1262207  1394.71899414 1472.16845703],[1213. 1282. 1411. 1474.],0.0,0.839425106554822,0.9455052614212036,[1225.34191895 1285.3503418  1393.44299316 1469.5246582 ],[1213. 1282. 1411. 1474.],0.0,0.8143913202702698,0.9806687235832214,1.50012,-0.5027704066953598,,7184.0,1098,1183,1056,1184,1007,1333,868,1336,0.4485294117647059,0.4467522658610272,0.4313725490196078,0.4471299093655589,0.4113562091503268,0.5033987915407855,0.3545751633986928,0.5045317220543807,LARD_test_synth.csv
CYUL_06L_35_16.jpeg,[1232.50646973  981.32421875 1460.2911377  1184.27758789],[1227.  978. 1475. 1184.],0.0,0.9025479015404605,0.9515358805656433,[1231.57177734  980.12438965 1451.58618164 1182.23132324],[1227.  978. 1475. 1184.],0.0,0.8703890659038713,0.9743976593017578,1.50012,-0.5027704066953598,,7906.5,1307,1261,1266,1263,1412,1417,1273,1424,0.5339052287581699,0.4762084592145015,0.5171568627450981,0.4769637462235649,0.576797385620915,0.5351208459214502,0.5200163398692811,0.5377643504531722,LARD_test_synth.csv
CYUL_06L_35_17.jpeg,[1618.01635742  868.05657959 1799.18457031 1042.67810059],[1607.  867. 1823. 1043.],0.0,0.8321724771439671,0.9655667543411255,[1620.1361084   868.97503662 1793.99890137 1040.96936035],[1607.  867. 1823. 1043.],0.0,0.7866007338633905,0.9767234325408936,1.40752,-0.5658713076865955,,6681.0,1375,1135,1418,1136,1156,1256,1304,1260,0.5616830065359477,0.4286253776435045,0.579248366013072,0.4290030211480362,0.4722222222222222,0.4743202416918429,0.5326797385620915,0.4758308157099697,LARD_test_synth.csv
CYUL_06L_35_18.jpeg,[ 555.52685547 1171.03161621  823.93054199 1420.49133301],[ 535. 1169.  831. 1419.],0.0,0.8945615392427799,0.9514685869216919,[ 550.1451416  1172.87414551  823.84741211 1414.19396973],[ 535. 1169.  831. 1419.],0.0,0.8925646460434875,0.9711509346961975,1.2593600000000005,-0.6668327492725729,,10032.0,1024,1069,1068,1075,976,1231,1140,1250,0.4183006535947712,0.4037009063444108,0.4362745098039216,0.4059667673716012,0.3986928104575163,0.4648791540785498,0.4656862745098039,0.4720543806646525,LARD_test_synth.csv
CYUL_06L_35_19.jpeg,[1087.78967285 1116.72644043 1435.89318848 1365.26086426],[1066. 1115. 1434. 1365.],0.0,0.928631088670715,0.9780009984970093,[1085.83508301 1117.74462891 1434.71765137 1362.8684082 ],[1066. 1115. 1434. 1365.],0.0,0.9258763717062602,0.975324809551239,1.05564,-0.8056547314532919,,14227.0,1330,1282,1284,1284,1411,1466,1213,1474,0.5433006535947712,0.4841389728096676,0.5245098039215687,0.4848942598187311,0.5763888888888888,0.5536253776435045,0.4955065359477124,0.5566465256797583,LARD_test_synth.csv
CYUL_06L_35_20.jpeg,[ 822.55383301 1111.87988281 1229.06921387 1403.77416992],[ 810. 1113. 1231. 1406.],0.0,0.9547350993074738,0.9581789970397949,[ 828.51464844 1114.0592041  1229.32177734 1404.07824707],[ 810. 1113. 1231. 1406.],0.0,0.9423500031652496,0.9764777421951294,0.98156,-0.8561354522462805,,14563.0,1227,978,1273,983,1265,1160,1475,1184,0.5012254901960784,0.3693353474320242,0.5200163398692811,0.3712235649546828,0.516748366013072,0.4380664652567976,0.6025326797385621,0.4471299093655589,LARD_test_synth.csv
CYUL_06L_35_21.jpeg,[ 993.31060791 1206.0612793  1398.04052734 1533.90356445],[ 960. 1206. 1412. 1535.],0.0,0.8922692905439811,0.9711306691169739,[ 982.13464355 1209.05712891 1410.11950684 1527.77612305],[ 960. 1206. 1412. 1535.],0.0,0.9172802077387424,0.9810965657234192,0.98156,-0.8561354522462805,,13751.5,1700,867,1653,874,1823,1013,1607,1043,0.6944444444444444,0.327416918429003,0.6752450980392157,0.3300604229607251,0.7446895424836601,0.3825528700906344,0.6564542483660131,0.3938821752265861,LARD_test_synth.csv
CYUL_06L_35_22.jpeg,[ 803.44360352  984.93377686 1238.97705078 1268.33984375],[ 764.  985. 1238. 1268.],0.0,0.9136976134487033,0.967703104019165,[ 788.62884521  988.75726318 1236.28149414 1266.3190918 ],[ 764.  985. 1238. 1268.],0.0,0.9262668501991849,0.9833630323410034,0.72228,-1.0328179750217408,,28280.0,689,1169,740,1177,535,1381,831,1419,0.281454248366013,0.4414652567975831,0.3022875816993464,0.4444864048338368,0.2185457516339869,0.5215256797583081,0.3394607843137255,0.5358761329305136,LARD_test_synth.csv
CYUL_06L_35_23.jpeg,[1616.40490723 1110.02893066 1685.1060791  1180.59436035],[1608. 1109. 1687. 1186.],0.0,0.7969632933411417,0.9730316400527954,[1615.24572754 1110.97998047 1682.76428223 1180.79443359],[1608. 1109. 1687. 1186.],0.0,0.7749089217981617,0.9816210865974426,0.5556,-1.1463995968059653,,38095.0,1341,1115,1393,1120,1066,1330,1434,1365,0.5477941176470589,0.42107250755287,0.5690359477124183,0.4229607250755287,0.4354575163398693,0.5022658610271903,0.5857843137254902,0.5154833836858006,LARD_test_synth.csv
CYUL_06L_35_24.jpeg,[1045.45092773  976.90515137 1195.93237305 1055.12451172],[1045.  976. 1206. 1061.],0.0,0.8601068613169444,0.9390684366226196,[1047.07922363  976.98675537 1196.11853027 1054.57800293],[1045.  976. 1206. 1061.],0.0,0.8450234371584874,0.9583322405815125,0.51856,-1.1716399572024598,,48668.0,1231,1113,1179,1116,1218,1387,810,1406,0.502859477124183,0.4203172205438066,0.4816176470588235,0.4214501510574018,0.4975490196078431,0.5237915407854985,0.3308823529411764,0.5309667673716012,LARD_test_synth.csv
CYUL_06L_35_25.jpeg,[ 950.48840332 1133.79309082 1055.58215332 1210.56896973],[ 939. 1132. 1060. 1218.],0.0,0.7753858373826361,0.954430878162384,[ 948.62689209 1134.62646484 1054.11755371 1212.1472168 ],[ 939. 1132. 1060. 1218.],0.0,0.7858654058139393,0.9594415426254272,0.463,-1.2095004977972013,,62995.0,1333,1206,1386,1215,960,1461,1412,1535,0.5445261437908496,0.4554380664652568,0.5661764705882353,0.4588368580060423,0.392156862745098,0.551737160120846,0.576797385620915,0.5796827794561934,LARD_test_synth.csv
CYUL_06L_35_26.jpeg,[1064.04443359 1138.00695801 1117.45263672 1202.69616699],[1059. 1137. 1125. 1207.],0.0,0.7478213016088907,0.9490132331848145,[1065.10009766 1139.61523438 1120.56152344 1202.64599609],[1059. 1137. 1125. 1207.],0.0,0.7566614530303262,0.9592512249946594,0.44448,-1.2221206779954483,,54717.0,962,985,1016,990,764,1230,1238,1268,0.3929738562091503,0.3719788519637462,0.4150326797385621,0.3738670694864048,0.3120915032679738,0.4645015105740181,0.505718954248366,0.4788519637462236,LARD_test_synth.csv
CYUL_24R_35_08.jpeg,[1505.16894531 1125.46411133 1578.08935547 1215.70922852],[1497. 1124. 1580. 1222.],0.0,0.8090374919979526,0.9412859678268433,[1503.68286133 1127.04260254 1575.46557617 1216.24597168],[1497. 1124. 1580. 1222.],0.0,0.7872215404626571,0.9600416421890259,3.8892,1.1252328388785249,,887.0,1657,1109,1687,1110,1608,1184,1661,1186,0.6768790849673203,0.4188066465256798,0.6891339869281046,0.4191842900302114,0.6568627450980392,0.4471299093655589,0.6785130718954249,0.4478851963746224,LARD_test_synth.csv
CYUL_24R_35_09.jpeg,[1454.73486328 1134.33007812 1511.5300293  1245.61230469],[1448. 1132. 1515. 1257.],0.0,0.7546617948902187,0.9658834934234619,[1454.14794922 1134.7520752  1512.99829102 1249.01086426],[1448. 1132. 1515. 1257.],0.0,0.8028858256268857,0.9669420123100281,3.53732,0.8854494151118287,,1027.0,1045,976,1076,977,1149,1059,1206,1061,0.4268790849673202,0.3685800604229607,0.4395424836601307,0.3689577039274924,0.4693627450980392,0.3999244712990936,0.4926470588235294,0.4006797583081571,LARD_test_synth.csv
CYUL_24R_35_10.jpeg,[1369.7388916  1202.82458496 1439.4967041  1291.13757324],[1359. 1200. 1443. 1298.],0.0,0.7483625944895693,0.9420878887176514,[1367.95812988 1203.10656738 1437.80627441 1292.96032715],[1359. 1200. 1443. 1298.],0.0,0.7624050533024285,0.9655986428260803,3.3706400000000003,0.7718677933276044,,1279.0,1029,1132,1060,1134,939,1214,999,1218,0.4203431372549019,0.4274924471299093,0.4330065359477124,0.4282477341389728,0.383578431372549,0.4584592145015105,0.4080882352941176,0.4599697885196374,LARD_test_synth.csv
CYUL_24R_35_11.jpeg,[1290.49719238 1071.6829834  1364.1986084  1193.94592285],[1283. 1071. 1368. 1200.],0.0,0.8217922265324156,0.9493555426597595,[1289.58312988 1073.85656738 1363.49523926 1193.25598145],[1283. 1071. 1368. 1200.],0.0,0.8048392659825274,0.9647382497787476,3.31508,0.7340072527328626,,1050.0,1059,1137,1090,1137,1064,1207,1125,1207,0.4325980392156863,0.4293806646525679,0.4452614379084967,0.4293806646525679,0.434640522875817,0.4558157099697885,0.4595588235294117,0.4558157099697885,LARD_test_synth.csv
CYUL_24R_35_12.jpeg,[1293.48034668 1167.90429688 1441.1361084  1284.01342773],[1290. 1166. 1453. 1290.],0.0,0.8482179972067602,0.9555338621139526,[1295.62902832 1169.6105957  1440.9041748  1280.46630859],[1290. 1166. 1453. 1290.],0.0,0.7967830956271208,0.9770429134368896,3.16692,0.6330458111468854,,1407.0,1580,1124,1547,1128,1561,1216,1497,1222,0.6454248366013072,0.4244712990936556,0.6319444444444444,0.4259818731117825,0.6376633986928104,0.459214501510574,0.6115196078431373,0.4614803625377643,LARD_test_synth.csv
CYUL_24R_35_13.jpeg,[1189.95275879 1087.46838379 1409.40270996 1211.26184082],[1185. 1086. 1423. 1219.],0.0,0.8582317590480009,0.9638853073120117,[1189.63476562 1087.43884277 1409.6953125  1208.8717041 ],[1185. 1086. 1423. 1219.],0.0,0.8442086899748287,0.9637657403945923,2.98172,0.5068440091644136,,1991.5,1514,1132,1481,1135,1515,1249,1448,1257,0.6184640522875817,0.4274924471299093,0.6049836601307189,0.4286253776435045,0.6188725490196079,0.4716767371601209,0.5915032679738562,0.4746978851963746,LARD_test_synth.csv
CYUL_24R_35_14.jpeg,[ 802.38781738 1152.18139648 1000.38244629 1243.80639648],[ 787. 1150. 1006. 1247.],0.0,0.8539875664235351,0.9579720497131348,[ 801.80157471 1152.86694336  998.0894165  1239.95019531],[ 787. 1150. 1006. 1247.],0.0,0.8046595858651041,0.9679206609725952,2.9446800000000004,0.4816036487679195,,1669.0,1410,1200,1443,1204,1359,1291,1427,1298,0.5759803921568627,0.4531722054380664,0.5894607843137255,0.4546827794561933,0.5551470588235294,0.4875377643504531,0.5829248366013072,0.4901812688821752,LARD_test_synth.csv
CYUL_24R_35_15.jpeg,[1328.87792969 1309.29541016 1412.87792969 1443.38647461],[1323. 1307. 1422. 1451.],0.0,0.7900988646227904,0.9598183631896973,[1326.63635254 1310.70275879 1414.91564941 1442.72668457],[1323. 1307. 1422. 1451.],0.0,0.8175490557411571,0.9552391171455383,2.37056,0.0903780626222572,,3025.5,1365,1071,1328,1073,1368,1197,1283,1200,0.5575980392156863,0.4044561933534743,0.5424836601307189,0.4052114803625378,0.5588235294117647,0.4520392749244713,0.5241013071895425,0.4531722054380664,LARD_test_synth.csv
CYUL_24R_35_16.jpeg,[ 812.57611084  943.02453613 1020.46405029 1057.46264648],[ 801.  940. 1028. 1064.],0.0,0.8451862638871558,0.9668983221054077,[ 818.81488037  943.12963867 1021.28424072 1055.84350586],[ 801.  940. 1028. 1064.],0.0,0.8107540355337535,0.9799553751945496,2.315,0.0525175220275155,,2836.0,1290,1166,1327,1169,1366,1284,1453,1290,0.5269607843137255,0.4403323262839879,0.5420751633986928,0.4414652567975831,0.5580065359477124,0.4848942598187311,0.5935457516339869,0.4871601208459215,LARD_test_synth.csv
CYUL_24R_35_17.jpeg,[1733.2479248  1218.80493164 1838.94226074 1346.32226562],[1719. 1219. 1844. 1352.],0.0,0.8084555720270797,0.9540814161300659,[1732.06750488 1219.82226562 1838.70031738 1344.31323242],[1719. 1219. 1844. 1352.],0.0,0.7984855290463096,0.9570079445838928,2.25944,0.0146569814327741,,3166.0,1185,1086,1223,1087,1334,1216,1423,1219,0.4840686274509804,0.4101208459214501,0.4995915032679738,0.4104984894259819,0.5449346405228758,0.459214501510574,0.5812908496732027,0.4603474320241691,LARD_test_synth.csv
CYUL_24R_35_18.jpeg,[1506.89257812 1132.06994629 1628.69042969 1278.30969238],[1496. 1131. 1633. 1284.],0.0,0.8497536800374148,0.9631509780883789,[1509.54785156 1133.53881836 1628.63012695 1274.76171875],[1496. 1131. 1633. 1284.],0.0,0.8023063935775587,0.9790921807289124,2.18536,-0.0358237393602144,,2954.0,969,1150,1006,1155,787,1236,880,1247,0.3958333333333333,0.4342900302114804,0.4109477124183006,0.436178247734139,0.3214869281045752,0.4667673716012084,0.3594771241830065,0.4709214501510574,LARD_test_synth.csv
CYUL_24R_35_19.jpeg,[1235.64099121 1146.11901855 1368.71520996 1259.7557373 ],[1222. 1145. 1373. 1264.],0.0,0.8415670081234196,0.9661380052566528,[1236.58068848 1147.69787598 1366.41442871 1255.48669434],[1222. 1145. 1373. 1264.],0.0,0.7788204932406547,0.9800388216972351,2.0372000000000003,-0.1367851809461917,,4114.0,1325,1307,1364,1310,1323,1444,1422,1451,0.5412581699346405,0.4935800604229607,0.5571895424836601,0.4947129909365559,0.5404411764705882,0.5453172205438066,0.5808823529411765,0.5479607250755287,LARD_test_synth.csv
CYUL_24R_35_20.jpeg,[ 905.20422363 1203.29553223 1038.59289551 1322.47009277],[ 894. 1202. 1049. 1328.],0.0,0.8139547543591618,0.9606213569641113,[ 911.27838135 1205.16552734 1038.19689941 1317.62939453],[ 894. 1202. 1049. 1328.],0.0,0.730862640013038,0.9769791960716248,1.9446,-0.1998860819374277,,4148.0,988,940,1028,942,801,1059,906,1064,0.4035947712418301,0.3549848942598187,0.4199346405228758,0.3557401812688822,0.3272058823529412,0.3999244712990936,0.3700980392156863,0.4018126888217522,LARD_test_synth.csv
CYUL_24R_35_21.jpeg,[ 715.44378662  967.88031006  852.35943604 1112.28259277],[ 698.  966.  857. 1117.],0.0,0.8234800414334577,0.9554400444030762,[ 714.2401123   968.26647949  852.55078125 1109.55114746],[ 698.  966.  857. 1117.],0.0,0.8139104893362563,0.9604735374450684,1.852,-0.2629869829286635,,4564.0,1803,1219,1844,1223,1719,1341,1830,1352,0.7365196078431373,0.4603474320241691,0.7532679738562091,0.4618580060422961,0.7022058823529411,0.5064199395770392,0.7475490196078431,0.5105740181268882,LARD_test_synth.csv
CYUL_24R_35_22.jpeg,[1049.70507812  961.11230469 1185.37792969 1102.71972656],[1034.  959. 1197. 1109.],0.0,0.7857784346910098,0.9686877727508545,[1046.97717285  961.38928223 1190.55285645 1100.84509277],[1034.  959. 1197. 1109.],0.0,0.8189146556395939,0.9807590246200562,1.61124,-0.4270493255058768,,6294.0,1590,1131,1633,1133,1496,1277,1622,1284,0.6495098039215687,0.4271148036253776,0.6670751633986928,0.4278700906344411,0.6111111111111112,0.482250755287009,0.6625816993464052,0.4848942598187311,LARD_test_synth.csv
CYUL_24R_35_23.jpeg,[1059.44396973  988.62969971 1209.37976074 1151.58874512],[1039.  988. 1214. 1155.],0.0,0.83604425583312,0.9630478024482727,[1058.34326172  990.71643066 1210.06835938 1146.3260498 ],[1039.  988. 1214. 1155.],0.0,0.8078660277284242,0.9774235486984253,1.51864,-0.4901502264971126,,5234.5,1331,1145,1373,1150,1222,1248,1354,1264,0.5437091503267973,0.4324018126888218,0.5608660130718954,0.4342900302114804,0.4991830065359477,0.4712990936555891,0.5531045751633987,0.4773413897280967,LARD_test_synth.csv
